game_id,game_date,home_team,away_team,period,clock,full_clock,team,player,event,x_coordinate,y_coordinate,x_coordinate_adv,y_coordinate_adv,player_2,x_coordinate_2,y_coordinate_2,x_coordinate_adv_2,y_coordinate_adv_2,detail_1,detail_2,detail_3,detail_4,rev_period,home_team_skaters,away_team_skaters,is_5v4,is_fo,is_5on5,is_in_att_zone,whos_attacking,adv_team,skater_adv_segment,play_segment,event_no,starts_with_oz_fo,wont_leave_zone
18654Buffalo BeautsToronto Six,2021-01-27,Buffalo Beauts,Toronto Six,3,643,643,Toronto Six,Sarah Steele,Puck Recovery,3,34,3,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,5,TRUE,FALSE,FALSE,FALSE,Buffalo Beauts,Toronto Six,158,1,21,TRUE,FALSE
17992Olympic (Women) - United StatesOlympic (Women) - Canada,2019-04-06,Olympic (Women) - United States,Olympic (Women) - Canada,3,643,643,Olympic (Women) - Canada,Brianne Jenner,Faceoff Win,31,21,169,64,Kelly Pannek,NA,NA,NA,NA,Backhand,NA,NA,NA,1,5,4,TRUE,TRUE,FALSE,TRUE,Olympic (Women) - United States,Olympic (Women) - United States,80,3,1,TRUE,TRUE
18651Connecticut WhaleMetropolitan Riveters,2021-01-24,Connecticut Whale,Metropolitan Riveters,1,642,3042,Connecticut Whale,Tori Howran,Play,130,45,130,45,Kayla Friesen,150,10,150,10,Direct,NA,NA,NA,3,5,4,TRUE,FALSE,FALSE,TRUE,Connecticut Whale,Connecticut Whale,123,1,26,TRUE,FALSE
18653Toronto SixBoston Pride,2021-01-26,Toronto Six,Boston Pride,3,642,642,Toronto Six,Mikyla Grant-Mentis,Puck Recovery,61,16,61,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,4,TRUE,FALSE,FALSE,FALSE,Boston Pride,Toronto Six,151,1,9,TRUE,FALSE
18654Connecticut WhaleBoston Pride,2021-01-27,Connecticut Whale,Boston Pride,2,642,1842,Connecticut Whale,Kayla Friesen,Play,167,83,167,83,Janine Weber,179,71,179,71,Direct,NA,NA,NA,2,5,4,TRUE,FALSE,FALSE,TRUE,Connecticut Whale,Connecticut Whale,162,1,20,TRUE,FALSE
18654Connecticut WhaleBoston Pride,2021-01-27,Connecticut Whale,Boston Pride,3,642,642,Connecticut Whale,Maggie LaGue,Play,152,5,152,5,Emma Vlasic,132,8,132,8,Indirect,NA,NA,NA,1,5,4,TRUE,FALSE,FALSE,TRUE,Connecticut Whale,Connecticut Whale,165,1,4,TRUE,TRUE
17939Olympic (Women) - CanadaOlympic (Women) - United States,2019-02-12,Olympic (Women) - Canada,Olympic (Women) - United States,1,642,3042,Olympic (Women) - United States,Alex Cavalini,Puck Recovery,3,60,3,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,5,TRUE,FALSE,FALSE,FALSE,Olympic (Women) - Canada,Olympic (Women) - United States,53,1,5,TRUE,FALSE
17939Olympic (Women) - CanadaOlympic (Women) - United States,2019-02-12,Olympic (Women) - Canada,Olympic (Women) - United States,1,642,3042,Olympic (Women) - United States,Alex Cavalini,Play,3,60,3,60,Sidney Morin,3,60,3,60,Indirect,NA,NA,NA,3,4,5,TRUE,FALSE,FALSE,FALSE,Olympic (Women) - Canada,Olympic (Women) - United States,53,1,6,TRUE,FALSE
17944Olympic (Women) - United StatesOlympic (Women) - Canada,2019-02-17,Olympic (Women) - United States,Olympic (Women) - Canada,3,642,642,Olympic (Women) - Canada,Rebecca Johnston,Play,17,77,183,8,Erin Ambrose,24,42,176,43,Direct,NA,NA,NA,1,5,4,TRUE,FALSE,FALSE,TRUE,Olympic (Women) - United States,Olympic (Women) - United States,70,1,44,TRUE,FALSE
17992Olympic (Women) - United StatesOlympic (Women) - Canada,2019-04-06,Olympic (Women) - United States,Olympic (Women) - Canada,3,642,642,Olympic (Women) - Canada,Erin Ambrose,Puck Recovery,22,17,178,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,4,TRUE,FALSE,FALSE,TRUE,Olympic (Women) - United States,Olympic (Women) - United States,80,3,2,TRUE,TRUE
18657Toronto SixMinnesota Whitecaps,2021-01-30,Toronto Six,Minnesota Whitecaps,1,641,3041,Toronto Six,Mikyla Grant-Mentis,Play,154,6,154,6,Sarah-Eve Coutu Godbout,185,8,185,8,Direct,NA,NA,NA,3,5,4,TRUE,FALSE,FALSE,TRUE,Toronto Six,Toronto Six,179,1,32,TRUE,FALSE
17944Olympic (Women) - United StatesOlympic (Women) - Canada,2019-02-17,Olympic (Women) - United States,Olympic (Women) - Canada,1,641,3041,Olympic (Women) - Canada,Laura Fortino,Puck Recovery,119,1,119,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,5,TRUE,FALSE,FALSE,FALSE,NZ,Olympic (Women) - Canada,65,1,10,TRUE,FALSE
17944Olympic (Women) - United StatesOlympic (Women) - Canada,2019-02-17,Olympic (Women) - United States,Olympic (Women) - Canada,1,641,3041,Olympic (Women) - Canada,Laura Fortino,Play,111,3,111,3,Erin Ambrose,118,77,118,77,Indirect,NA,NA,NA,3,4,5,TRUE,FALSE,FALSE,FALSE,NZ,Olympic (Women) - Canada,65,1,11,TRUE,FALSE
17944Olympic (Women) - United StatesOlympic (Women) - Canada,2019-02-17,Olympic (Women) - United States,Olympic (Women) - Canada,3,641,641,Olympic (Women) - Canada,Erin Ambrose,Dump In/Out,25,39,175,46,NA,NA,NA,NA,NA,Lost,NA,NA,NA,1,5,4,TRUE,FALSE,FALSE,TRUE,Olympic (Women) - United States,Olympic (Women) - United States,70,1,45,TRUE,FALSE
18651Connecticut WhaleMetropolitan Riveters,2021-01-24,Connecticut Whale,Metropolitan Riveters,1,640,3040,Connecticut Whale,Kayla Friesen,Shot,159,13,159,13,NA,NA,NA,NA,NA,Snapshot,Blocked,FALSE,FALSE,3,5,4,TRUE,FALSE,FALSE,TRUE,Connecticut Whale,Connecticut Whale,123,1,27,TRUE,FALSE
18654Connecticut WhaleBoston Pride,2021-01-27,Connecticut Whale,Boston Pride,3,640,640,Connecticut Whale,Emma Vlasic,Play,132,8,132,8,Maggie LaGue,154,3,154,3,Indirect,NA,NA,NA,1,5,4,TRUE,FALSE,FALSE,TRUE,Connecticut Whale,Connecticut Whale,165,1,5,TRUE,TRUE
17575Olympic (Women) - CanadaOlympic (Women) - Finland,2018-02-13,Olympic (Women) - Canada,Olympic (Women) - Finland,3,640,640,Olympic (Women) - Finland,Riikka Sallinen,Incomplete Play,22,76,178,9,Michelle Karvinen,83,81,117,4,Indirect,NA,NA,NA,1,5,4,TRUE,FALSE,FALSE,TRUE,Olympic (Women) - Canada,Olympic (Women) - Canada,17,1,33,TRUE,FALSE
17824Clarkson Golden KnightsSt. Lawrence Saints,2018-10-20,Clarkson Golden Knights,St. Lawrence Saints,3,640,640,Clarkson Golden Knights,Ella Shelton,Puck Recovery,3,47,197,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,5,TRUE,FALSE,FALSE,TRUE,St. Lawrence Saints,St. Lawrence Saints,49,1,8,TRUE,FALSE
17992Olympic (Women) - United StatesOlympic (Women) - Canada,2019-04-06,Olympic (Women) - United States,Olympic (Women) - Canada,3,640,640,Olympic (Women) - Canada,Erin Ambrose,Play,1,28,199,57,Jocelyne Larocque,3,37,197,48,Direct,NA,NA,NA,1,5,4,TRUE,FALSE,FALSE,TRUE,Olympic (Women) - United States,Olympic (Women) - United States,80,3,3,TRUE,TRUE
18654Connecticut WhaleBoston Pride,2021-01-27,Connecticut Whale,Boston Pride,3,639,639,Connecticut Whale,Maggie LaGue,Play,154,3,154,3,Alyssa Wohlfeiler,178,5,178,5,Direct,NA,NA,NA,1,5,4,TRUE,FALSE,FALSE,TRUE,Connecticut Whale,Connecticut Whale,165,1,6,TRUE,TRUE
18654Buffalo BeautsToronto Six,2021-01-27,Buffalo Beauts,Toronto Six,3,639,639,Toronto Six,Sarah Steele,Play,13,51,13,51,Emma Woods,62,80,62,80,Direct,NA,NA,NA,1,4,5,TRUE,FALSE,FALSE,FALSE,Buffalo Beauts,Toronto Six,158,1,22,TRUE,FALSE
18657Toronto SixMinnesota Whitecaps,2021-01-30,Toronto Six,Minnesota Whitecaps,1,639,3039,Toronto Six,Sarah-Eve Coutu Godbout,Shot,186,36,186,36,NA,NA,NA,NA,NA,Snapshot,On Net,FALSE,FALSE,3,5,4,TRUE,FALSE,FALSE,TRUE,Toronto Six,Toronto Six,179,1,33,TRUE,FALSE
17581Olympic (Women) - Olympic Athletes from RussiaOlympic (Women) - Canada,2018-02-19,Olympic (Women) - Olympic Athletes from Russia,Olympic (Women) - Canada,3,639,639,Olympic (Women) - Canada,Laura Fortino,Shot,142,52,142,52,NA,NA,NA,NA,NA,Wristshot,Blocked,TRUE,FALSE,1,4,5,TRUE,FALSE,FALSE,TRUE,Olympic (Women) - Canada,Olympic (Women) - Canada,30,1,27,TRUE,FALSE
17992Olympic (Women) - United StatesOlympic (Women) - Canada,2019-04-06,Olympic (Women) - United States,Olympic (Women) - Canada,3,639,639,Olympic (Women) - Canada,Jocelyne Larocque,Play,2,49,198,36,Ann-Sophie Bettez,27,83,173,2,Indirect,NA,NA,NA,1,5,4,TRUE,FALSE,FALSE,TRUE,Olympic (Women) - United States,Olympic (Women) - United States,80,3,4,TRUE,TRUE
18651Connecticut WhaleMetropolitan Riveters,2021-01-24,Connecticut Whale,Metropolitan Riveters,1,638,3038,Connecticut Whale,Katelynn Russ,Puck Recovery,188,11,188,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,4,TRUE,FALSE,FALSE,TRUE,Connecticut Whale,Connecticut Whale,123,1,28,TRUE,FALSE
18651Connecticut WhaleMetropolitan Riveters,2021-01-24,Connecticut Whale,Metropolitan Riveters,1,638,3038,Connecticut Whale,Katelynn Russ,Play,188,11,188,11,Kayla Friesen,185,5,185,5,Direct,NA,NA,NA,3,5,4,TRUE,FALSE,FALSE,TRUE,Connecticut Whale,Connecticut Whale,123,1,29,TRUE,FALSE
18654Connecticut WhaleBoston Pride,2021-01-27,Connecticut Whale,Boston Pride,2,638,1838,Connecticut Whale,Janine Weber,Play,180,83,180,83,Kayla Friesen,133,81,133,81,Direct,NA,NA,NA,2,5,4,TRUE,FALSE,FALSE,TRUE,Connecticut Whale,Connecticut Whale,162,1,21,TRUE,FALSE
17944Olympic (Women) - United StatesOlympic (Women) - Canada,2019-02-17,Olympic (Women) - United States,Olympic (Women) - Canada,1,638,3038,Olympic (Women) - Canada,Erin Ambrose,Zone Entry,125,76,125,76,Kacey Bellamy,NA,NA,NA,NA,Carried,NA,NA,NA,3,4,5,TRUE,FALSE,FALSE,TRUE,Olympic (Women) - Canada,Olympic (Women) - Canada,65,1,12,TRUE,FALSE
18654Connecticut WhaleBoston Pride,2021-01-27,Connecticut Whale,Boston Pride,3,637,637,Connecticut Whale,Alyssa Wohlfeiler,Play,179,5,179,5,Emma Vlasic,146,4,146,4,Indirect,NA,NA,NA,1,5,4,TRUE,FALSE,FALSE,TRUE,Connecticut Whale,Connecticut Whale,165,1,7,TRUE,TRUE
18654Buffalo BeautsToronto Six,2021-01-27,Buffalo Beauts,Toronto Six,1,637,3037,Buffalo Beauts,Dominique Kremer,Zone Entry,127,80,127,80,Emma Greco,NA,NA,NA,NA,Carried,NA,NA,NA,3,5,4,TRUE,FALSE,FALSE,TRUE,Buffalo Beauts,Buffalo Beauts,154,1,44,TRUE,FALSE
18654Buffalo BeautsToronto Six,2021-01-27,Buffalo Beauts,Toronto Six,3,637,637,Toronto Six,Emma Woods,Incomplete Play,77,78,77,78,Shiann Darkangelo,94,8,94,8,Direct,NA,NA,NA,1,4,5,TRUE,FALSE,FALSE,FALSE,NZ,Toronto Six,158,1,23,TRUE,FALSE
18657Toronto SixMinnesota Whitecaps,2021-01-30,Toronto Six,Minnesota Whitecaps,1,637,3037,Toronto Six,Breanne Wilson-Bennett,Faceoff Win,169,21,169,21,Allie Thunstrom,NA,NA,NA,NA,Backhand,NA,NA,NA,3,5,4,TRUE,TRUE,FALSE,TRUE,Toronto Six,Toronto Six,179,2,1,TRUE,TRUE
17575Olympic (Women) - CanadaOlympic (Women) - Finland,2018-02-13,Olympic (Women) - Canada,Olympic (Women) - Finland,3,637,637,Olympic (Women) - Canada,Brigette Lacquette,Puck Recovery,80,4,80,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,4,TRUE,FALSE,FALSE,FALSE,NZ,Olympic (Women) - Canada,17,1,34,TRUE,FALSE
17581Olympic (Women) - Olympic Athletes from RussiaOlympic (Women) - Canada,2018-02-19,Olympic (Women) - Olympic Athletes from Russia,Olympic (Women) - Canada,3,637,637,Olympic (Women) - Olympic Athletes from Russia,Yekaterina Nikolayeva,Puck Recovery,25,37,175,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,5,TRUE,FALSE,FALSE,TRUE,Olympic (Women) - Canada,Olympic (Women) - Canada,30,1,28,TRUE,FALSE
17581Olympic (Women) - Olympic Athletes from RussiaOlympic (Women) - Canada,2018-02-19,Olympic (Women) - Olympic Athletes from Russia,Olympic (Women) - Canada,3,637,637,Olympic (Women) - Olympic Athletes from Russia,Yekaterina Nikolayeva,Dump In/Out,25,37,175,48,NA,NA,NA,NA,NA,Lost,NA,NA,NA,1,4,5,TRUE,FALSE,FALSE,TRUE,Olympic (Women) - Canada,Olympic (Women) - Canada,30,1,29,TRUE,FALSE
17581Olympic (Women) - Olympic Athletes from RussiaOlympic (Women) - Canada,2018-02-19,Olympic (Women) - Olympic Athletes from Russia,Olympic (Women) - Canada,3,637,637,Olympic (Women) - Canada,Rebecca Johnston,Puck Recovery,161,37,161,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,5,TRUE,FALSE,FALSE,TRUE,Olympic (Women) - Canada,Olympic (Women) - Canada,30,1,30,TRUE,FALSE
17824Clarkson Golden KnightsSt. Lawrence Saints,2018-10-20,Clarkson Golden Knights,St. Lawrence Saints,3,637,637,Clarkson Golden Knights,Ella Shelton,Dump In/Out,5,62,195,23,NA,NA,NA,NA,NA,Lost,NA,NA,NA,1,4,5,TRUE,FALSE,FALSE,TRUE,St. Lawrence Saints,St. Lawrence Saints,49,1,9,TRUE,FALSE
17944Olympic (Women) - United StatesOlympic (Women) - Canada,2019-02-17,Olympic (Women) - United States,Olympic (Women) - Canada,1,637,3037,Olympic (Women) - Canada,Erin Ambrose,Play,147,82,147,82,Ann-Sophie Bettez,142,82,142,82,Direct,NA,NA,NA,3,4,5,TRUE,FALSE,FALSE,TRUE,Olympic (Women) - Canada,Olympic (Women) - Canada,65,1,13,TRUE,FALSE
17944Olympic (Women) - United StatesOlympic (Women) - Canada,2019-02-17,Olympic (Women) - United States,Olympic (Women) - Canada,3,637,637,Olympic (Women) - United States,Alex Cavalini,Puck Recovery,5,62,5,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,4,TRUE,FALSE,FALSE,FALSE,Olympic (Women) - Canada,Olympic (Women) - United States,70,1,46,TRUE,FALSE
17944Olympic (Women) - United StatesOlympic (Women) - Canada,2019-02-17,Olympic (Women) - United States,Olympic (Women) - Canada,3,637,637,Olympic (Women) - United States,Alex Cavalini,Play,8,61,8,61,Sidney Morin,5,52,5,52,Indirect,NA,NA,NA,1,5,4,TRUE,FALSE,FALSE,FALSE,Olympic (Women) - Canada,Olympic (Women) - United States,70,1,47,TRUE,FALSE
18651Connecticut WhaleMetropolitan Riveters,2021-01-24,Connecticut Whale,Metropolitan Riveters,1,636,3036,Connecticut Whale,Kayla Friesen,Play,185,5,185,5,Katelynn Russ,153,0,153,0,Indirect,NA,NA,NA,3,5,4,TRUE,FALSE,FALSE,TRUE,Connecticut Whale,Connecticut Whale,123,1,30,TRUE,FALSE
18654Connecticut WhaleBoston Pride,2021-01-27,Connecticut Whale,Boston Pride,2,636,1836,Connecticut Whale,Kayla Friesen,Play,133,81,133,81,Shannon Doyle,133,35,133,35,Direct,NA,NA,NA,2,5,4,TRUE,FALSE,FALSE,TRUE,Connecticut Whale,Connecticut Whale,162,1,22,TRUE,FALSE
18657Toronto SixMinnesota Whitecaps,2021-01-30,Toronto Six,Minnesota Whitecaps,1,636,3036,Toronto Six,Amy Curlew,Puck Recovery,162,23,162,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,4,TRUE,FALSE,FALSE,TRUE,Toronto Six,Toronto Six,179,2,2,TRUE,TRUE
17575Olympic (Women) - CanadaOlympic (Women) - Finland,2018-02-13,Olympic (Women) - Canada,Olympic (Women) - Finland,3,636,636,Olympic (Women) - Canada,Brigette Lacquette,Play,73,20,73,20,Meghan Agosta,107,76,107,76,Direct,NA,NA,NA,1,5,4,TRUE,FALSE,FALSE,FALSE,Olympic (Women) - Finland,Olympic (Women) - Canada,17,1,35,TRUE,FALSE
17824Clarkson Golden KnightsSt. Lawrence Saints,2018-10-20,Clarkson Golden Knights,St. Lawrence Saints,3,636,636,St. Lawrence Saints,Steph Keryluk,Puck Recovery,133,35,133,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,5,TRUE,FALSE,FALSE,TRUE,St. Lawrence Saints,St. Lawrence Saints,49,1,10,TRUE,FALSE
17944Olympic (Women) - United StatesOlympic (Women) - Canada,2019-02-17,Olympic (Women) - United States,Olympic (Women) - Canada,1,636,3036,Olympic (Women) - Canada,Ann-Sophie Bettez,Play,142,82,142,82,Rebecca Johnston,197,54,197,54,Indirect,NA,NA,NA,3,4,5,TRUE,FALSE,FALSE,TRUE,Olympic (Women) - Canada,Olympic (Women) - Canada,65,1,14,TRUE,FALSE
18650Metropolitan RivetersToronto Six,2021-01-23,Metropolitan Riveters,Toronto Six,1,635,3035,Metropolitan Riveters,Kendall Cornine,Faceoff Win,31,64,169,21,Amy Curlew,NA,NA,NA,NA,Backhand,NA,NA,NA,3,4,5,TRUE,TRUE,FALSE,TRUE,Toronto Six,Toronto Six,100,3,1,TRUE,TRUE
18653Toronto SixBoston Pride,2021-01-26,Toronto Six,Boston Pride,3,635,635,Toronto Six,Mikyla Grant-Mentis,Play,5,45,5,45,Taylor Woods,8,51,8,51,Direct,NA,NA,NA,1,5,4,TRUE,FALSE,FALSE,FALSE,Boston Pride,Toronto Six,151,1,10,TRUE,FALSE
18654Connecticut WhaleBoston Pride,2021-01-27,Connecticut Whale,Boston Pride,2,635,1835,Connecticut Whale,Shannon Doyle,Shot,133,35,133,35,NA,NA,NA,NA,NA,Slapshot,Blocked,TRUE,TRUE,2,5,4,TRUE,FALSE,FALSE,TRUE,Connecticut Whale,Connecticut Whale,162,1,23,TRUE,FALSE
18654Buffalo BeautsToronto Six,2021-01-27,Buffalo Beauts,Toronto Six,1,635,3035,Buffalo Beauts,Dominique Kremer,Play,164,80,164,80,Cassidy MacPherson,190,8,190,8,Indirect,NA,NA,NA,3,5,4,TRUE,FALSE,FALSE,TRUE,Buffalo Beauts,Buffalo Beauts,154,1,45,TRUE,FALSE
18654Buffalo BeautsToronto Six,2021-01-27,Buffalo Beauts,Toronto Six,3,635,635,Buffalo Beauts,Dominique Kremer,Puck Recovery,85,76,115,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,5,TRUE,FALSE,FALSE,FALSE,NZ,Toronto Six,158,1,24,TRUE,FALSE
18659Buffalo BeautsBoston Pride,2021-02-01,Buffalo Beauts,Boston Pride,3,635,635,Boston Pride,Lauren Kelly,Puck Recovery,10,27,10,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,5,TRUE,FALSE,FALSE,FALSE,Buffalo Beauts,Boston Pride,202,1,21,TRUE,FALSE
17573Olympic (Women) - CanadaOlympic (Women) - Olympic Athletes from Russia,2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,2,635,1835,Olympic (Women) - Canada,Melodie Daoust,Faceoff Win,169,65,169,65,Yevgenia Dyupina,NA,NA,NA,NA,Backhand,NA,NA,NA,2,5,4,TRUE,TRUE,FALSE,TRUE,Olympic (Women) - Canada,Olympic (Women) - Canada,5,1,1,TRUE,TRUE
17581Olympic (Women) - Olympic Athletes from RussiaOlympic (Women) - Canada,2018-02-19,Olympic (Women) - Olympic Athletes from Russia,Olympic (Women) - Canada,3,635,635,Olympic (Women) - Canada,Rebecca Johnston,Incomplete Play,157,39,157,39,Melodie Daoust,162,35,162,35,Direct,NA,NA,NA,1,4,5,TRUE,FALSE,FALSE,TRUE,Olympic (Women) - Canada,Olympic (Women) - Canada,30,1,31,TRUE,FALSE
17939Olympic (Women) - CanadaOlympic (Women) - United States,2019-02-12,Olympic (Women) - Canada,Olympic (Women) - United States,1,635,3035,Olympic (Women) - United States,Sidney Morin,Play,72,53,72,53,Amanda Pelkey,98,66,98,66,Direct,NA,NA,NA,3,4,5,TRUE,FALSE,FALSE,FALSE,Olympic (Women) - Canada,Olympic (Women) - United States,53,1,7,TRUE,FALSE
17992Olympic (Women) - United StatesOlympic (Women) - Canada,2019-04-06,Olympic (Women) - United States,Olympic (Women) - Canada,3,635,635,Olympic (Women) - United States,Amanda Kessel,Puck Recovery,182,4,182,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,4,TRUE,FALSE,FALSE,TRUE,Olympic (Women) - United States,Olympic (Women) - United States,80,3,5,TRUE,TRUE
17992Olympic (Women) - United StatesOlympic (Women) - Canada,2019-04-06,Olympic (Women) - United States,Olympic (Women) - Canada,3,635,635,Olympic (Women) - United States,Amanda Kessel,Play,182,4,182,4,Dani Cameranesi,191,13,191,13,Direct,NA,NA,NA,1,5,4,TRUE,FALSE,FALSE,TRUE,Olympic (Women) - United States,Olympic (Women) - United States,80,3,6,TRUE,TRUE
18650Metropolitan RivetersToronto Six,2021-01-23,Metropolitan Riveters,Toronto Six,1,634,3034,Metropolitan Riveters,Leila Kilduff,Puck Recovery,17,80,183,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,5,TRUE,FALSE,FALSE,TRUE,Toronto Six,Toronto Six,100,3,2,TRUE,TRUE
18654Connecticut WhaleBoston Pride,2021-01-27,Connecticut Whale,Boston Pride,2,634,1834,Boston Pride,Mallory Souliotis,Puck Recovery,24,50,176,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,4,TRUE,FALSE,FALSE,TRUE,Connecticut Whale,Connecticut Whale,162,1,24,TRUE,FALSE
18654Connecticut WhaleBoston Pride,2021-01-27,Connecticut Whale,Boston Pride,2,634,1834,Boston Pride,Mallory Souliotis,Dump In/Out,24,50,176,35,NA,NA,NA,NA,NA,Lost,NA,NA,NA,2,5,4,TRUE,FALSE,FALSE,TRUE,Connecticut Whale,Connecticut Whale,162,1,25,TRUE,FALSE
18654Buffalo BeautsToronto Six,2021-01-27,Buffalo Beauts,Toronto Six,3,634,634,Buffalo Beauts,Dominique Kremer,Play,90,82,110,3,Brooke Stacey,135,10,65,75,Indirect,NA,NA,NA,1,4,5,TRUE,FALSE,FALSE,FALSE,NZ,Toronto Six,158,1,25,TRUE,FALSE
17575Olympic (Women) - CanadaOlympic (Women) - Finland,2018-02-13,Olympic (Women) - Canada,Olympic (Women) - Finland,3,634,634,Olympic (Women) - Canada,Meghan Agosta,Zone Entry,125,76,125,76,Minnamari Tuominen,NA,NA,NA,NA,Carried,NA,NA,NA,1,5,4,TRUE,FALSE,FALSE,TRUE,Olympic (Women) - Canada,Olympic (Women) - Canada,17,1,36,TRUE,FALSE
17824Clarkson Golden KnightsSt. Lawrence Saints,2018-10-20,Clarkson Golden Knights,St. Lawrence Saints,3,634,634,St. Lawrence Saints,Steph Keryluk,Play,126,41,126,41,Skylar Podvey,126,55,126,55,Direct,NA,NA,NA,1,4,5,TRUE,FALSE,FALSE,TRUE,St. Lawrence Saints,St. Lawrence Saints,49,1,11,TRUE,FALSE
18650Metropolitan RivetersToronto Six,2021-01-23,Metropolitan Riveters,Toronto Six,1,633,3033,Metropolitan Riveters,Leila Kilduff,Dump In/Out,17,80,183,5,NA,NA,NA,NA,NA,Lost,NA,NA,NA,3,4,5,TRUE,FALSE,FALSE,TRUE,Toronto Six,Toronto Six,100,3,3,TRUE,FALSE
18651Connecticut WhaleMetropolitan Riveters,2021-01-24,Connecticut Whale,Metropolitan Riveters,1,633,3033,Connecticut Whale,Katelynn Russ,Play,141,19,141,19,Kayla Friesen,187,13,187,13,Direct,NA,NA,NA,3,5,4,TRUE,FALSE,FALSE,TRUE,Connecticut Whale,Connecticut Whale,123,1,31,TRUE,FALSE
18654Connecticut WhaleBoston Pride,2021-01-27,Connecticut Whale,Boston Pride,3,633,633,Connecticut Whale,Emma Vlasic,Play,131,7,131,7,Shannon Doyle,130,50,130,50,Direct,NA,NA,NA,1,5,4,TRUE,FALSE,FALSE,TRUE,Connecticut Whale,Connecticut Whale,165,1,8,TRUE,TRUE
18657Toronto SixMinnesota Whitecaps,2021-01-30,Toronto Six,Minnesota Whitecaps,1,633,3033,Minnesota Whitecaps,Allie Thunstrom,Puck Recovery,18,74,182,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,4,TRUE,FALSE,FALSE,TRUE,Toronto Six,Toronto Six,179,2,3,TRUE,TRUE
17573Olympic (Women) - CanadaOlympic (Women) - Olympic Athletes from Russia,2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,2,633,1833,Olympic (Women) - Canada,Laura Fortino,Puck Recovery,168,61,168,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,4,TRUE,FALSE,FALSE,TRUE,Olympic (Women) - Canada,Olympic (Women) - Canada,5,1,2,TRUE,TRUE
17573Olympic (Women) - CanadaOlympic (Women) - Olympic Athletes from Russia,2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,2,633,1833,Olympic (Women) - Canada,Laura Fortino,Play,158,69,158,69,Marie-Philip Poulin,133,71,133,71,Direct,NA,NA,NA,2,5,4,TRUE,FALSE,FALSE,TRUE,Olympic (Women) - Canada,Olympic (Women) - Canada,5,1,3,TRUE,TRUE
17581Olympic (Women) - Olympic Athletes from RussiaOlympic (Women) - Canada,2018-02-19,Olympic (Women) - Olympic Athletes from Russia,Olympic (Women) - Canada,3,633,633,Olympic (Women) - Olympic Athletes from Russia,Yekaterina Nikolayeva,Puck Recovery,33,41,167,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,5,TRUE,FALSE,FALSE,TRUE,Olympic (Women) - Canada,Olympic (Women) - Canada,30,1,32,TRUE,FALSE
17939Olympic (Women) - CanadaOlympic (Women) - United States,2019-02-12,Olympic (Women) - Canada,Olympic (Women) - United States,1,633,3033,Olympic (Women) - United States,Amanda Pelkey,Dump In/Out,121,77,121,77,NA,NA,NA,NA,NA,Lost,NA,NA,NA,3,4,5,TRUE,FALSE,FALSE,FALSE,NZ,Olympic (Women) - United States,53,1,8,TRUE,FALSE
17939Olympic (Women) - CanadaOlympic (Women) - United States,2019-02-12,Olympic (Women) - Canada,Olympic (Women) - United States,1,633,3033,Olympic (Women) - United States,Amanda Pelkey,Zone Entry,121,77,121,77,Laura Fortino,NA,NA,NA,NA,Dumped,NA,NA,NA,3,4,5,TRUE,FALSE,FALSE,FALSE,NZ,Olympic (Women) - United States,53,1,9,TRUE,FALSE
17944Olympic (Women) - United StatesOlympic (Women) - Canada,2019-02-17,Olympic (Women) - United States,Olympic (Women) - Canada,1,633,3033,Olympic (Women) - United States,Megan Bozek,Takeaway,3,31,197,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,5,TRUE,FALSE,FALSE,TRUE,Olympic (Women) - Canada,Olympic (Women) - Canada,65,1,15,TRUE,FALSE
